10,2
1,10
0.001,0.0
123
1000
1024
0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,0,0,1,0
3,0,0,0,0,0,0,0,0,0,1,1
4,0,0,0,0,0,0,0,0,1,0,0
5,0,0,0,0,0,0,0,0,1,0,1
6,0,0,0,0,0,0,0,0,1,1,0
7,0,0,0,0,0,0,0,0,1,1,1
8,0,0,0,0,0,0,0,1,0,0,0
9,0,0,0,0,0,0,0,1,0,0,1
10,0,0,0,0,0,0,0,1,0,1,0
11,0,0,0,0,0,0,0,1,0,1,1
12,0,0,0,0,0,0,0,1,1,0,0
13,0,0,0,0,0,0,0,1,1,0,1
14,0,0,0,0,0,0,0,1,1,1,0
15,0,0,0,0,0,0,0,1,1,1,1
16,0,0,0,0,0,0,1,0,0,0,0
17,0,0,0,0,0,0,1,0,0,0,1
18,0,0,0,0,0,0,1,0,0,1,0
19,0,0,0,0,0,0,1,0,0,1,1
20,0,0,0,0,0,0,1,0,1,0,0
21,0,0,0,0,0,0,1,0,1,0,1
22,0,0,0,0,0,0,1,0,1,1,0
23,0,0,0,0,0,0,1,0,1,1,1
24,0,0,0,0,0,0,1,1,0,0,0
25,0,0,0,0,0,0,1,1,0,0,1
26,0,0,0,0,0,0,1,1,0,1,0
27,0,0,0,0,0,0,1,1,0,1,1
28,0,0,0,0,0,0,1,1,1,0,0
29,0,0,0,0,0,0,1,1,1,0,1
30,0,0,0,0,0,0,1,1,1,1,0
31,0,0,0,0,0,0,1,1,1,1,1
32,0,0,0,0,0,1,0,0,0,0,0
33,0,0,0,0,0,1,0,0,0,0,1
34,0,0,0,0,0,1,0,0,0,1,0
35,0,0,0,0,0,1,0,0,0,1,1
36,0,0,0,0,0,1,0,0,1,0,0
37,0,0,0,0,0,1,0,0,1,0,1
38,0,0,0,0,0,1,0,0,1,1,0
39,0,0,0,0,0,1,0,0,1,1,1
40,0,0,0,0,0,1,0,1,0,0,0
41,0,0,0,0,0,1,0,1,0,0,1
42,0,0,0,0,0,1,0,1,0,1,0
43,0,0,0,0,0,1,0,1,0,1,1
44,0,0,0,0,0,1,0,1,1,0,0
45,0,0,0,0,0,1,0,1,1,0,1
46,0,0,0,0,0,1,0,1,1,1,0
47,0,0,0,0,0,1,0,1,1,1,1
48,0,0,0,0,0,1,1,0,0,0,0
49,0,0,0,0,0,1,1,0,0,0,1
50,0,0,0,0,0,1,1,0,0,1,0
51,0,0,0,0,0,1,1,0,0,1,1
52,0,0,0,0,0,1,1,0,1,0,0
53,0,0,0,0,0,1,1,0,1,0,1
54,0,0,0,0,0,1,1,0,1,1,0
55,0,0,0,0,0,1,1,0,1,1,1
56,0,0,0,0,0,1,1,1,0,0,0
57,0,0,0,0,0,1,1,1,0,0,1
58,0,0,0,0,0,1,1,1,0,1,0
59,0,0,0,0,0,1,1,1,0,1,1
60,0,0,0,0,0,1,1,1,1,0,0
61,0,0,0,0,0,1,1,1,1,0,1
62,0,0,0,0,0,1,1,1,1,1,0
63,1,0,0,0,0,1,1,1,1,1,1
64,0,0,0,0,1,0,0,0,0,0,0
65,0,0,0,0,1,0,0,0,0,0,1
66,0,0,0,0,1,0,0,0,0,1,0
67,0,0,0,0,1,0,0,0,0,1,1
68,0,0,0,0,1,0,0,0,1,0,0
69,0,0,0,0,1,0,0,0,1,0,1
70,0,0,0,0,1,0,0,0,1,1,0
71,0,0,0,0,1,0,0,0,1,1,1
72,0,0,0,0,1,0,0,1,0,0,0
73,0,0,0,0,1,0,0,1,0,0,1
74,0,0,0,0,1,0,0,1,0,1,0
75,0,0,0,0,1,0,0,1,0,1,1
76,0,0,0,0,1,0,0,1,1,0,0
77,0,0,0,0,1,0,0,1,1,0,1
78,0,0,0,0,1,0,0,1,1,1,0
79,0,0,0,0,1,0,0,1,1,1,1
80,0,0,0,0,1,0,1,0,0,0,0
81,0,0,0,0,1,0,1,0,0,0,1
82,0,0,0,0,1,0,1,0,0,1,0
83,0,0,0,0,1,0,1,0,0,1,1
84,0,0,0,0,1,0,1,0,1,0,0
85,0,0,0,0,1,0,1,0,1,0,1
86,0,0,0,0,1,0,1,0,1,1,0
87,0,0,0,0,1,0,1,0,1,1,1
88,0,0,0,0,1,0,1,1,0,0,0
89,0,0,0,0,1,0,1,1,0,0,1
90,0,0,0,0,1,0,1,1,0,1,0
91,0,0,0,0,1,0,1,1,0,1,1
92,0,0,0,0,1,0,1,1,1,0,0
93,0,0,0,0,1,0,1,1,1,0,1
94,0,0,0,0,1,0,1,1,1,1,0
95,1,0,0,0,1,0,1,1,1,1,1
96,0,0,0,0,1,1,0,0,0,0,0
97,0,0,0,0,1,1,0,0,0,0,1
98,0,0,0,0,1,1,0,0,0,1,0
99,0,0,0,0,1,1,0,0,0,1,1
100,0,0,0,0,1,1,0,0,1,0,0
101,0,0,0,0,1,1,0,0,1,0,1
102,0,0,0,0,1,1,0,0,1,1,0
103,0,0,0,0,1,1,0,0,1,1,1
104,0,0,0,0,1,1,0,1,0,0,0
105,0,0,0,0,1,1,0,1,0,0,1
106,0,0,0,0,1,1,0,1,0,1,0
107,0,0,0,0,1,1,0,1,0,1,1
108,0,0,0,0,1,1,0,1,1,0,0
109,0,0,0,0,1,1,0,1,1,0,1
110,0,0,0,0,1,1,0,1,1,1,0
111,1,0,0,0,1,1,0,1,1,1,1
112,0,0,0,0,1,1,1,0,0,0,0
113,0,0,0,0,1,1,1,0,0,0,1
114,0,0,0,0,1,1,1,0,0,1,0
115,0,0,0,0,1,1,1,0,0,1,1
116,0,0,0,0,1,1,1,0,1,0,0
117,0,0,0,0,1,1,1,0,1,0,1
118,0,0,0,0,1,1,1,0,1,1,0
119,1,0,0,0,1,1,1,0,1,1,1
120,0,0,0,0,1,1,1,1,0,0,0
121,0,0,0,0,1,1,1,1,0,0,1
122,0,0,0,0,1,1,1,1,0,1,0
123,1,0,0,0,1,1,1,1,0,1,1
124,0,0,0,0,1,1,1,1,1,0,0
125,1,0,0,0,1,1,1,1,1,0,1
126,1,0,0,0,1,1,1,1,1,1,0
127,0,0,0,0,1,1,1,1,1,1,1
128,0,0,0,1,0,0,0,0,0,0,0
